,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
88781,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88780,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88779,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88778,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88777,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88776,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88769,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88774,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88775,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88772,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88771,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88785,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88786,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88787,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88788,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88789,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88790,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
88773,06037232500,49293.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,5066.0,3183.0,1883.0,1795.0,98.0,1591.0,10.0,40.0
73864,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73867,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73866,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73865,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73863,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73857,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73861,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73853,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73862,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73852,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73851,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73850,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73849,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73848,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73847,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73846,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73845,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73856,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73858,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73859,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73860,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73855,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
73854,06037232401,49318.0,Very Low Income,Yes,No,Yes,District 2,West Vernon,3702.0,2445.0,1257.0,1174.0,74.0,987.0,9.0,56.0
28372,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28371,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28370,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28374,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28375,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28376,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28377,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28378,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28379,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28380,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28381,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28382,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28383,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28369,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
84820,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
28373,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
28368,06037204820,49375.0,Very Low Income,Yes,No,Yes,District 1,Boyle Heights,2055.0,1958.0,97.0,82.0,32.0,4.0,4.0,26.0
84821,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84825,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84823,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84824,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84842,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84826,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84827,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84828,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84829,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84830,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84831,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84832,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84833,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84834,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84835,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84836,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84837,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84838,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84839,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84822,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84840,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
84841,06037241400,49375.0,Very Low Income,Yes,No,Yes,District 2,Century Palms/Cove,3612.0,2430.0,1182.0,1126.0,56.0,1018.0,0.0,24.0
89838,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89839,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89846,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89845,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89844,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89843,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89842,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89847,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89849,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89835,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89836,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89837,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89840,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89848,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
89841,06037191301,49405.0,Very Low Income,Yes,No,Yes,District 1,East Hollywood,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
22144,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22145,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22146,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22147,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22148,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22156,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22150,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22152,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22153,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22154,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22149,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22151,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22155,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22157,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22169,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22168,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22167,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22166,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22165,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22164,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22163,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22162,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22161,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22160,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22159,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22143,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22142,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22134,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22140,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22141,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22158,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22127,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22128,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22129,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22131,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22132,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22130,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22135,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22136,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22137,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22138,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22139,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
22133,06037199400,49449.0,Very Low Income,Yes,No,Yes,District 1,Mt. Washington,4470.0,3339.0,1131.0,1057.0,308.0,55.0,10.0,665.0
77274,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77295,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77273,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77272,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77296,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77294,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77288,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77292,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77291,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77290,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77289,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77275,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77287,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77286,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77293,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77276,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77301,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77278,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77271,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77280,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77281,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77282,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77283,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77306,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77305,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77304,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77303,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77302,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77300,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77299,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77298,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77297,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77279,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77277,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77270,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
77269,06037237800,49455.0,Very Low Income,Yes,No,Yes,District 2,Vermont Knolls,4335.0,2214.0,2121.0,2022.0,64.0,1864.0,8.0,43.0
